1771190681.6657665,68635.28,4.610
1771190686.2039247,68635.28,0.420
1771190686.3101363,68635.28,0.337
1771190686.6940024,68635.28,0.352
1771190686.8046963,68635.28,2.370
1771190686.9033787,68635.28,0.283
1771190688.9271502,68635.28,0.370
1771190689.0277367,68635.28,0.344
1771190689.8267176,68635.28,1.267
1771190689.931704,68635.28,3.610
1771190690.14407,68635.28,0.369
1771190690.2434983,68635.28,0.316
1771190690.6821432,68635.28,0.345
1771190691.3995836,68635.28,0.331
1771190691.5063994,68635.485,0.333
1771190692.5149274,68635.485,0.370
1771190692.706745,68635.485,0.355
1771190692.8130944,68635.485,0.323
1771190692.9257867,68635.485,3.233
1771190693.514893,68635.485,0.350
1771190693.6207182,68635.485,1.484
1771190697.3912396,68635.485,0.395
1771190697.4881911,68635.485,0.344
1771190701.104865,68635.485,0.413
1771190701.2052345,68635.485,0.394
1771190701.437779,68635.485,0.317
1771190701.538319,68635.485,0.321
1771190702.4739456,68635.485,0.376
1771190702.5812733,68635.485,0.300
1771190708.0694282,68635.485,0.327
1771190708.1735728,68635.485,0.327
1771190708.59366,68635.485,0.335
1771190708.6962504,68635.485,0.293
1771190708.9368002,68635.485,2.531
1771190709.035873,68635.485,0.264
1771190709.6600494,68635.485,0.307
1771190709.7701936,68635.485,0.293
1771190713.9021828,68635.485,0.334
1771190714.0065854,68635.485,0.315
1771190726.0531025,68635.485,0.305
1771190726.1560102,68635.485,0.323
1771190726.4344025,68635.485,0.297
1771190726.5417962,68635.485,3.677
1771190733.7754908,68635.485,0.307
1771190734.759607,68635.485,0.337
1771190734.865849,68635.485,0.279
1771190742.846952,68635.485,0.326
1771190742.9474401,68635.485,0.312
1771190747.6737108,68635.485,1.874
1771190747.7747684,68635.485,0.304
1771190750.384295,68635.485,0.319
1771190750.5707884,68635.485,2.953
1771190750.6720176,68635.485,0.265
1771190754.98631,68635.28,0.308
1771190755.0958214,68635.28,3.100
1771190756.5181725,68635.28,0.320
1771190756.6235764,68635.485,0.275
1771190756.7240841,68635.485,0.259
1771190757.516935,68635.485,2.749
1771190757.6203294,68635.485,0.253
1771190759.514748,68635.485,0.336
1771190759.6191027,68635.485,0.263
1771190759.901785,68635.485,0.346
1771190760.0020645,68635.485,0.281
1771190760.104814,68635.485,3.152
1771190760.201875,68635.485,0.278
1771190760.3031106,68636.10500000001,0.278
1771190760.314792,68636.11,0.038
1771190760.3148215,68643.38,0.021
1771190760.4024658,68639.74,0.258
1771190760.5038853,68638.91500000001,0.291
1771190760.6089406,68638.91500000001,0.248
1771190760.708909,68638.91500000001,0.294
1771190760.8096998,68638.91500000001,0.339
1771190760.9161127,68638.91500000001,0.299
1771190761.0149019,68643.375,0.418
1771190761.1172523,68643.375,0.384
1771190761.2179065,68643.375,0.323
1771190761.3195105,68638.91500000001,0.389
1771190761.4257138,68638.91500000001,2.755
1771190761.5251164,68641.59,0.307
1771190761.752139,68641.59,0.325
1771190761.8567805,68638.91500000001,0.914
1771190761.9587085,68638.91500000001,3.119
1771190762.0622845,68639.725,0.287
1771190762.3029473,68638.91500000001,0.330
1771190762.4043708,68638.91500000001,0.323
1771190762.5048528,68638.91500000001,0.305
1771190762.6087008,68638.91500000001,1.824
1771190762.7087693,68638.91500000001,1.449
1771190762.808243,68638.91500000001,0.288
1771190762.908851,68638.91500000001,0.267
1771190763.1407034,68638.91500000001,0.315
1771190763.2432952,68638.91500000001,0.273
1771190765.5597022,68638.91500000001,0.382
1771190765.6635685,68638.91500000001,0.298
1771190770.5566528,68638.91500000001,0.334
1771190770.657468,68638.86499999999,0.266
1771190770.767765,68638.86499999999,1.473
1771190770.8667426,68638.91500000001,0.257
1771190770.9682963,68638.91500000001,0.245
1771190771.0718243,68638.88,0.284
1771190771.1715145,68638.88,0.270
1771190771.2737007,68638.88,0.289
1771190771.379747,68635.72,2.156
1771190771.4778535,68635.72,0.303
1771190771.9073687,68635.72,0.305
1771190772.0237963,68635.72,2.742
1771190772.1318262,68634.745,3.515
1771190772.3321984,68634.745,0.354
1771190772.4324768,68634.745,0.307
1771190772.5388873,68634.745,0.304
1771190772.8847446,68634.745,0.359
1771190772.9857275,68634.455,0.343
1771190775.0087056,68634.455,0.338
1771190775.1084623,68634.455,0.257
1771190775.539326,68634.455,0.298
1771190775.5478036,68634.45,0.038
1771190775.5478337,68634.45,0.022
1771190775.6437805,68612.67499999999,1.451
1771190775.7469978,68612.67499999999,0.257
1771190775.851066,68612.67499999999,0.269
1771190775.958044,68599.845,0.256
1771190776.1837926,68599.845,3.562
1771190777.5145648,68599.19,0.364
1771190777.6151984,68603.985,0.272
1771190777.8671262,68604.64,0.331
1771190778.4395974,68604.64,0.337
1771190778.543509,68604.64,0.306
1771190779.3121798,68604.035,0.320
1771190779.4125693,68599.23999999999,0.308
1771190779.5136118,68604.235,0.288
1771190779.6137984,68604.235,0.224
1771190779.7217577,68608.57,3.437
1771190779.999822,68608.57,1.421
1771190780.1013088,68608.57,0.308
1771190780.2018635,68608.57,0.281
1771190780.3048062,68608.57,2.638
1771190780.7072954,68614.76,0.298
1771190780.8117735,68607.91,1.857
1771190780.9107924,68608.57,1.586
1771190781.0924554,68608.57,0.294
1771190781.1920269,68604.73000000001,0.279
1771190781.2932017,68604.73000000001,0.260
1771190781.3942332,68602.44,0.250
1771190781.518316,68602.44,0.250
1771190781.617995,68602.44,0.238
1771190782.0621326,68602.44,0.312
1771190782.1603572,68606.45000000001,0.273
1771190782.2638092,68609.125,3.633
1771190782.3672462,68609.125,0.262
1771190783.012144,68609.125,0.305
1771190783.1173804,68609.125,4.434
1771190783.2196949,68609.125,0.316
1771190783.7250113,68609.13,0.334
1771190783.8331888,68609.13,0.332
1771190784.7108085,68615.45999999999,2.884
1771190784.8102944,68609.13,0.279
1771190785.7756963,68615.45999999999,0.327
1771190785.877332,68609.13,0.308
1771190786.5240612,68609.13,0.321
1771190786.6310956,68609.13,0.234
1771190787.3414292,68609.13,0.308
1771190787.4432046,68609.13,0.300
1771190787.550789,68626.285,3.170
1771190799.994763,68626.285,0.472
1771190800.09688,68609.775,2.369
1771190800.4256809,68609.775,0.340
1771190800.526452,68609.78,0.322
1771190801.3043413,68626.92,0.311
1771190801.4043145,68606.685,0.281
1771190801.5057998,68609.78,1.627
1771190801.6060247,68608.37,0.268
1771190801.705688,68606.275,1.762
1771190801.8067589,68606.275,1.839
1771190802.5171676,68612.41500000001,0.323
1771190802.6177976,68609.035,2.480
1771190803.243841,68602.895,3.429
1771190803.3402944,68611.73000000001,0.337
1771190805.986092,68611.73000000001,0.309
1771190806.08646,68605.945,0.300
1771190806.1887786,68605.945,2.919
1771190807.0798333,68605.945,3.759
1771190807.3906505,68612.15,0.324
1771190807.4979892,68611.745,0.296
1771190809.4133127,68614.95999999999,0.310
1771190809.5205765,68606.17499999999,0.308
1771190809.6821885,68606.17499999999,0.298
1771190809.7843974,68606.17499999999,0.265
1771190811.8791203,68610.16,0.313
1771190811.9799032,68600.525,0.294
1771190812.0953622,68600.525,0.310
1771190812.1975808,68600.525,0.281
1771190812.4780524,68600.525,0.315
1771190812.5798378,68600.525,0.325
1771190812.9727068,68604.95999999999,0.320
1771190813.0705602,68597.9,0.300
1771190813.1737905,68597.9,3.056
1771190813.2911456,68597.9,0.274
